我女朋友是白羊座的妹子,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 你不是说你是大美女吗？那这样以后小影把你当男生喽~
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 哇，白羊座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票是白羊座,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 哇，白羊座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我家亲爱的是可爱的小白羊,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友白羊座的，很活泼,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 白羊座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票白羊座，比较慷慨大方,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 你女票和白羊座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女盆友是白羊座的女汉子,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男盆友是白羊座的,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 嗯？你是女生吗？小影怎么记得你是帅锅啊？好吧……那伦家知道了，你是女生~
conflict: True
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是白羊座的，难怪这么乐观,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 额……小影记得你是大美女呢，那以后人家当你是帅锅咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 哇，白羊座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票对朋友还挺慷慨的，果然是白羊座,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 你女票和白羊座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票是白羊座的娃,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
白羊座的人一堆缺点，我男票最典型,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 你不是说你是帅锅吗？那这样以后小影把你当女孩纸喽~
conflict: True
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票是白羊座里脾气最牛的,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 白羊座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票就是白羊座的，固执的要死。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 白羊座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票白羊的啊，感觉好幼稚。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票是很阳光的白羊座。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 白羊座
score: 200
candidateAnswer: 白羊座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是金牛座的。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 额……小影记得你是妹子呢，那以后人家当你是男生咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是金牛座的，特别实在。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票金牛座的，特别保守。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 金牛座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是特别顽固的金牛座。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 你女朋友和金牛座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我家男票是金牛座的。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 嗯？你是美女吗？小影怎么记得你是帅哥啊？好吧……那伦家知道了，你是美女~
conflict: True
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男朋友是大金牛座。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 金牛座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
本姑娘的男票是金牛座的。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
金牛座的都挺成熟的，我男朋友就很成熟。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男朋友金牛座的，真是没有一点浪漫的细胞。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 哇，金牛座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票金牛座，可沉稳了。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 哇，金牛座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
宝宝的男朋友是金牛座的。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
本宝宝有个金牛座的男朋友。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
","type: loveStatus
subject: 100
relation: 恋爱状态
entity: 恋爱中
score: 90
candidateAnswer: [有缘人终成眷属啦],[爱是种本能还是后天习得的能力？]
conflict: False
"
本宝宝的男票是金牛座的。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票大金牛座，迟钝的很。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 额……小影记得你是女孩子呢，那以后人家当你是帅锅咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 金牛座
score: 200
candidateAnswer: 金牛座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是双子座的。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 哇，双子座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女友是双子座。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
宝宝的男朋友是双子座。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票双子座，一天老是浮想联翩的。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 双子座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友双子座的啊，很狡猾很多变。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
双子座很优秀啊，我女朋友就是。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友双子座的，很善变。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 双子座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票双子座的嘛，对什么事都好奇啊。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票双子座的，但是却不花心。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 额……小影记得你是帅哥呢，那以后人家当你是大美女咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 你男票和双子座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我和男朋友都双子座。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男朋友是很多变的双子座。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
真想不通我女朋友竟然是双子座。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 嗯？你是男的吗？小影怎么记得你是女的啊？好吧……那伦家知道了，你是男的~
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 双子座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票竟然是双子座。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 额……小影记得你是男的呢，那以后人家当你是妹子咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 双子座
score: 200
candidateAnswer: 双子座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票是巨蟹的。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: 额……小影记得你是大美女呢，那以后人家当你是帅哥咯~ 
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是巨蟹的乖宝宝。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 巨蟹座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票巨蟹座的呀，很有母性光环。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 知道得这么清楚，那你相信星座吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票的星座是巨蟹座。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 巨蟹座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女朋友是巨蟹座，很有特点。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 哇，巨蟹座宝宝呀，听说这个星座的GGMM都好好呢
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票是巨蟹座的妹子。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 巨蟹座呀，小影认为能和你在一起的人的星座就是和你最配的星座哟哇咔咔
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我女票是巨蟹座的，很有爱心。,"type: gender
subject: 100
relation: 性别
entity: 男
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 你女票和巨蟹座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票是巨蟹座的，特别勤俭。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: 你不是说你是男生吗？那这样以后小影把你当姑娘喽~
conflict: True
","type: constellation_lover
subject: 100
relation: 星座
entity: 巨蟹座
score: 200
candidateAnswer: 巨蟹座的呀，那你对这个星座有所了解，感兴趣吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
我男票是狮子座的。,"type: gender
subject: 100
relation: 性别
entity: 女
score: 90
candidateAnswer: None
conflict: False
","type: constellation_lover
subject: 100
relation: 星座
entity: 狮子座
score: 200
candidateAnswer: 你男票和狮子座的星座描述相似吗？
conflict: False
","type: location
subject: 100
relation: 所在地
entity: 上海
score: 90
candidateAnswer: None
conflict: False
"
